"ID Científico","Nombre Completo","Especialidad","Grado Académico","Institución","País","Nivel de Acceso","Estado","Correo Electrónico","Fecha Nacimiento","Fecha Ingreso","Publicaciones"
"CE-88396","Miguel Ruiz González","Virología Molecular","Doctorado en Biología Molecular","Universidad de Antioquia","Ecuador","NIVEL-5 Umbra","Activo","miguel.ruiz.gonzález@umbrella-corp.com","12/05/1980","21/11/2014","69"
"CE-25334","Paula González Martínez","Inmunología Avanzada","Ph.D. en Farmacología","Universidad Tecnológica de Pereira","Brasil","NIVEL-1 Básico","Activo","paula.gonzález.martí@arklay-science.com","11/08/1986","25/12/2012","25"
"CE-48977","Isabela Muñoz Fernández","Virología Molecular","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","Uruguay","NIVEL-1 Básico","Activo","isabela.muñoz.fernán@nest-lab.org","19/02/1966","24/03/2013","103"
"CE-58701","Eduardo Torres García","Bioquímica Estructural","M.D. Ph.D.","Pontificia Universidad Javeriana","Colombia","NIVEL-2 Restringido","Suspendido","eduardo.torres.garcí@arklay-science.com","25/06/1984","23/03/2017","51"
"CE-14224","Elena García Díaz","Biotecnología Genómica","M.D. Ph.D.","Universidad de Córdoba","Brasil","NIVEL-4 Secreto","Activo","elena.garcía.díaz@arklay-science.com","19/01/1979","01/05/2011","79"
"CE-86970","Patricia Mendoza Rodríguez","Microbiología Clínica","M.D. Ph.D.","Universidad del Valle","Ecuador","NIVEL-1 Básico","Activo","patricia.mendoza.rod@hcf-research.net","20/05/1991","16/03/2011","108"
"CE-24397","Diego Romero Ríos","Biotecnología Genómica","Ph.D. en Bioquímica","Universidad de los Andes","Venezuela","NIVEL-1 Básico","Activo","diego.romero.ríos@umbrella-corp.com","07/07/1973","08/11/2011","25"
"CE-44619","Isabela González Martínez","Inmunología Avanzada","Doctorado en Microbiología","Instituto Humboldt","Chile","NIVEL-5 Umbra","Activo","isabela.gonzález.mar@arklay-science.com","28/01/1980","25/05/2017","41"
"CE-64221","Valeria Vargas López","Oncología Molecular","Ph.D. en Ciencias Biológicas","Universidad del Cauca","Brasil","NIVEL-4 Secreto","En revisión","valeria.vargas.lópez@umbrella-corp.com","28/12/1978","25/10/2017","5"
"CE-53907","Isabela Torres Medina","Virología Molecular","Ph.D. en Química","Universidad de Antioquia","Colombia","NIVEL-2 Restringido","En revisión","isabela.torres.medin@progenitor.edu","27/05/1972","14/11/2023","72"
"CE-38122","Paola Morales Ríos","Genética Forense","Ph.D. Bioinformática","Universidad de Córdoba","Brasil","NIVEL-3 Confidencial","Activo","paola.morales.ríos@arklay-science.com","13/10/1961","08/02/2020","52"
"CE-13199","Patricia Sánchez Sánchez","Bioquímica Estructural","Doctorado en Medicina","Universidad Industrial de Santander","Chile","NIVEL-3 Confidencial","Activo","patricia.sánchez.sán@hcf-research.net","28/05/1984","22/12/2019","62"
"CE-17114","Paola Vargas Sánchez","Nanotecnología Biomédica","Ph.D. en Bioquímica","Instituto Nacional de Salud","España","NIVEL-3 Confidencial","Activo","paola.vargas.sánchez@hcf-research.net","21/04/1963","17/11/2017","94"
"CE-93287","Jorge Morales Ortega","Criobiología","Ph.D. en Química","Universidad de Antioquia","Brasil","NIVEL-5 Umbra","Activo","jorge.morales.ortega@arklay-science.com","06/01/1975","23/03/2019","32"
"CE-92533","Lucía Castro Muñoz","Inmunología Avanzada","Ph.D. Bioinformática","Colciencias","Ecuador","NIVEL-3 Confidencial","Activo","lucía.castro.muñoz@progenitor.edu","17/04/1970","27/04/2010","97"
"CE-26435","Alberto Torres Delgado","Neurociencias","Doctorado en Microbiología","Universidad de los Andes","Colombia","NIVEL-5 Umbra","Activo","alberto.torres.delga@progenitor.edu","10/06/1969","23/10/2021","49"
"CE-45658","Daniela Delgado Ruiz","Parasitología Molecular","Ph.D. en Ciencias Biológicas","Universidad de Córdoba","Colombia","NIVEL-4 Secreto","En revisión","daniela.delgado.ruiz@hcf-research.net","21/09/1969","25/03/2022","61"
"CE-12494","Isabela Morales Herrera","Toxicología Ambiental","Ph.D. en Bioquímica","Pontificia Universidad Javeriana","Colombia","NIVEL-3 Confidencial","Activo","isabela.morales.herr@hcf-research.net","20/07/1970","07/03/2013","60"
"CE-56213","Miguel Martínez Pérez","Genética Forense","Ph.D. en Ciencias Biológicas","Universidad Nacional de Colombia","Colombia","NIVEL-2 Restringido","Activo","miguel.martínez.pére@nest-lab.org","24/10/1992","27/12/2015","39"
"CE-12903","Camila Díaz Herrera","Genética Forense","Ph.D. en Química","Universidad Industrial de Santander","Argentina","NIVEL-2 Restringido","Suspendido","camila.díaz.herrera@progenitor.edu","05/06/1994","20/06/2018","108"
"CE-51127","Camila Salazar Martínez","Bioquímica Estructural","M.D. Ph.D.","Colciencias","México","NIVEL-2 Restringido","Activo","camila.salazar.martí@umbrella-corp.com","10/02/1988","01/06/2013","31"
"CE-83396","Ricardo Delgado Romero","Nanotecnología Biomédica","Ph.D. en Neurociencias","Centro Internacional de Agricultura Tropical","Venezuela","NIVEL-2 Restringido","Activo","ricardo.delgado.rome@hcf-research.net","02/05/1962","15/11/2020","32"
"CE-10095","Claudia Fernández Ríos","Nanotecnología Biomédica","Ph.D. en Farmacología","Instituto Nacional de Salud","México","NIVEL-2 Restringido","Activo","claudia.fernández.rí@nest-lab.org","15/09/1982","01/09/2021","98"
"CE-91424","Felipe Torres Ruiz","Farmacología Experimental","Doctorado en Medicina","CINARA","Perú","NIVEL-4 Secreto","Activo","felipe.torres.ruiz@arklay-science.com","21/06/1994","04/08/2012","45"
"CE-70921","Mariana Salazar Jiménez","Bioquímica Estructural","Doctorado en Medicina","CINARA","Chile","NIVEL-3 Confidencial","Activo","mariana.salazar.jimé@umbrella-corp.com","07/10/1989","03/10/2022","78"
"CE-35232","Patricia Mendoza Ramos","Microbiología Clínica","Doctorado en Microbiología","Instituto Humboldt","Venezuela","NIVEL-3 Confidencial","Suspendido","patricia.mendoza.ram@umbrella-corp.com","01/01/1990","24/04/2016","91"
"CE-92733","Andrea Delgado Reyes","Genética Forense","M.Sc. Genómica","Instituto Humboldt","Uruguay","NIVEL-4 Secreto","Suspendido","andrea.delgado.reyes@arklay-science.com","07/04/1972","01/10/2023","63"
"CE-91610","Claudia Jiménez López","Virología Molecular","M.Sc. Genómica","Universidad del Valle","México","NIVEL-2 Restringido","Activo","claudia.jiménez.lópe@umbrella-corp.com","06/07/1991","19/06/2015","100"
"CE-87230","Eduardo Ortega Ramos","Virología Molecular","Ph.D. en Bioquímica","Universidad Tecnológica de Pereira","Brasil","NIVEL-3 Confidencial","Activo","eduardo.ortega.ramos@hcf-research.net","14/07/1995","28/10/2017","27"
"CE-56804","Alberto Reyes Martínez","Parasitología Molecular","Ph.D. en Bioquímica","Instituto Nacional de Salud","Ecuador","NIVEL-2 Restringido","Activo","alberto.reyes.martín@arklay-science.com","19/11/1990","21/11/2012","73"
"CE-25262","Carlos Romero Medina","Criobiología","Ph.D. en Neurociencias","Universidad del Cauca","Chile","NIVEL-1 Básico","Activo","carlos.romero.medina@umbrella-corp.com","05/10/1960","28/10/2020","111"
"CE-14893","Ramón Delgado Díaz","Toxicología Ambiental","Ph.D. Bioinformática","Universidad Industrial de Santander","Argentina","NIVEL-1 Básico","Activo","ramón.delgado.díaz@umbrella-corp.com","07/02/1984","21/04/2021","102"
"CE-47056","Mariana Herrera Rodríguez","Criobiología","Ph.D. en Bioquímica","Universidad de los Andes","Perú","NIVEL-4 Secreto","Activo","mariana.herrera.rodr@arklay-science.com","04/01/1961","05/04/2022","51"
"CE-53537","Pablo Muñoz González","Parasitología Molecular","Doctorado en Medicina","Colciencias","Brasil","NIVEL-5 Umbra","Suspendido","pablo.muñoz.gonzález@nest-lab.org","23/07/1969","24/06/2015","100"
"CE-16595","Camila López Jiménez","Nanotecnología Biomédica","Ph.D. en Bioquímica","UNAL Medellín","México","NIVEL-1 Básico","Activo","camila.lópez.jiménez@nest-lab.org","02/05/1978","25/08/2010","80"
"CE-28389","Camila González Martínez","Inmunología Avanzada","Ph.D. en Bioquímica","Universidad Nacional de Colombia","Uruguay","NIVEL-1 Básico","Activo","camila.gonzález.mart@hcf-research.net","23/10/1987","16/05/2017","117"
"CE-26030","Elena Ramos Salazar","Genética Forense","Ph.D. en Farmacología","Universidad Nacional de Colombia","Uruguay","NIVEL-4 Secreto","Activo","elena.ramos.salazar@progenitor.edu","08/09/1962","12/06/2015","3"
"CE-11741","Jorge Rodríguez García","Farmacología Experimental","Ph.D. en Farmacología","Universidad del Cauca","Uruguay","NIVEL-3 Confidencial","Suspendido","jorge.rodríguez.garc@umbrella-corp.com","16/12/1970","13/04/2010","22"
"CE-88041","María Pérez Delgado","Biología Sintética","Ph.D. Bioinformática","Universidad de Córdoba","Colombia","NIVEL-3 Confidencial","Activo","maría.pérez.delgado@umbrella-corp.com","04/02/1990","28/04/2019","65"
"CE-69227","Miguel González Herrera","Oncología Molecular","Ph.D. en Neurociencias","Universidad del Cauca","Argentina","NIVEL-5 Umbra","Activo","miguel.gonzález.herr@arklay-science.com","15/11/1994","20/08/2011","38"
"CE-16420","Fernando Ruiz Ríos","Neurociencias","Doctorado en Medicina","Pontificia Universidad Javeriana","Uruguay","NIVEL-1 Básico","En revisión","fernando.ruiz.ríos@progenitor.edu","21/03/1987","20/07/2022","30"
"CE-65471","Camila Cruz Castro","Inmunología Avanzada","Ph.D. en Ciencias Biológicas","Pontificia Universidad Javeriana","Perú","NIVEL-5 Umbra","Activo","camila.cruz.castro@progenitor.edu","24/11/1978","12/03/2020","49"
"CE-67119","Alberto Reyes Ríos","Nanotecnología Biomédica","M.D. Ph.D.","Colciencias","Brasil","NIVEL-5 Umbra","Activo","alberto.reyes.ríos@nest-lab.org","02/04/1969","28/04/2018","56"
"CE-18546","Ramón Castro Rodríguez","Biología Sintética","Ph.D. en Química","Universidad de Antioquia","México","NIVEL-2 Restringido","Activo","ramón.castro.rodrígu@umbrella-corp.com","08/01/1988","15/11/2018","48"
"CE-74907","Carlos Castillo Rodríguez","Inmunología Avanzada","Ph.D. Bioinformática","Universidad del Valle","Argentina","NIVEL-4 Secreto","En revisión","carlos.castillo.rodr@arklay-science.com","05/09/1975","01/06/2017","34"
"CE-94973","Alejandro Mendoza Ríos","Farmacología Experimental","Ph.D. en Neurociencias","Universidad Industrial de Santander","España","NIVEL-4 Secreto","Suspendido","alejandro.mendoza.rí@hcf-research.net","12/10/1971","17/11/2015","42"
"CE-35438","Andrea Delgado Torres","Biología Sintética","Ph.D. Bioinformática","Universidad del Valle","Colombia","NIVEL-5 Umbra","Activo","andrea.delgado.torre@nest-lab.org","20/04/1988","04/10/2012","109"
"CE-61956","Paola Morales Castillo","Inmunología Avanzada","M.D. Ph.D.","Colciencias","Perú","NIVEL-2 Restringido","Activo","paola.morales.castil@hcf-research.net","07/03/1986","14/12/2014","30"
"CE-58217","Ricardo Martínez Pérez","Neurociencias","M.Sc. Genómica","Universidad Industrial de Santander","Perú","NIVEL-5 Umbra","Activo","ricardo.martínez.pér@nest-lab.org","21/06/1961","03/01/2023","12"
"CE-30733","Valentina Muñoz Herrera","Toxicología Ambiental","Ph.D. en Ciencias Biológicas","Universidad de los Andes","Colombia","NIVEL-2 Restringido","Activo","valentina.muñoz.herr@umbrella-corp.com","09/12/1961","02/04/2012","92"
"CE-84826","Diego Mendoza Jiménez","Biología Sintética","Ph.D. en Farmacología","Instituto Humboldt","México","NIVEL-1 Básico","Suspendido","diego.mendoza.jiméne@hcf-research.net","02/02/1965","19/04/2017","77"
"CE-46043","Gabriela Ruiz González","Criobiología","Doctorado en Biología Molecular","Instituto Nacional de Salud","Uruguay","NIVEL-1 Básico","Activo","gabriela.ruiz.gonzál@arklay-science.com","18/09/1982","05/12/2021","37"
"CE-27540","Catalina Castro Rodríguez","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Universidad Nacional de Colombia","Ecuador","NIVEL-2 Restringido","Activo","catalina.castro.rodr@nest-lab.org","22/10/1986","14/12/2020","38"
"CE-92478","Elena Mendoza González","Oncología Molecular","Ph.D. en Ciencias Biológicas","Universidad del Valle","Uruguay","NIVEL-5 Umbra","En revisión","elena.mendoza.gonzál@nest-lab.org","05/05/1991","03/03/2022","67"
"CE-94414","Laura Delgado Muñoz","Inmunología Avanzada","M.Sc. Biotecnología","Colciencias","Colombia","NIVEL-4 Secreto","En revisión","laura.delgado.muñoz@progenitor.edu","23/05/1961","20/06/2020","118"
"CE-87457","Valentina Mendoza Martínez","Toxicología Ambiental","Doctorado en Biología Molecular","Colciencias","Brasil","NIVEL-4 Secreto","Activo","valentina.mendoza.ma@nest-lab.org","04/01/1982","13/04/2018","119"
"CE-62506","Felipe Mendoza García","Criobiología","Doctorado en Medicina","Universidad de Córdoba","Colombia","NIVEL-2 Restringido","Activo","felipe.mendoza.garcí@hcf-research.net","10/02/1963","15/06/2011","71"
"CE-57697","Elena Rodríguez Medina","Toxicología Ambiental","Ph.D. en Bioquímica","Universidad de los Andes","Venezuela","NIVEL-1 Básico","Suspendido","elena.rodríguez.medi@hcf-research.net","16/06/1978","01/10/2012","13"
"CE-17587","Paola Ruiz González","Nanotecnología Biomédica","Ph.D. en Farmacología","Centro Internacional de Agricultura Tropical","España","NIVEL-1 Básico","Activo","paola.ruiz.gonzález@progenitor.edu","03/11/1989","14/05/2011","20"
"CE-16445","Fernando Muñoz Vargas","Parasitología Molecular","Doctorado en Medicina","Universidad Nacional de Colombia","Chile","NIVEL-3 Confidencial","Activo","fernando.muñoz.varga@hcf-research.net","09/07/1966","14/08/2010","80"
"CE-27757","Gabriela Morales López","Oncología Molecular","Ph.D. en Química","Universidad del Valle","Ecuador","NIVEL-1 Básico","Activo","gabriela.morales.lóp@nest-lab.org","04/01/1982","03/04/2012","113"
"CE-28035","Alberto Ríos Ortega","Oncología Molecular","Ph.D. en Química","Universidad Tecnológica de Pereira","México","NIVEL-1 Básico","Activo","alberto.ríos.ortega@nest-lab.org","03/02/1968","10/12/2010","111"
"CE-83435","Miguel Reyes Vega","Toxicología Ambiental","M.Sc. Biotecnología","Centro Internacional de Agricultura Tropical","Argentina","NIVEL-1 Básico","Activo","miguel.reyes.vega@hcf-research.net","18/09/1986","28/06/2020","118"
"CE-43629","Sofía Pérez González","Genética Forense","M.Sc. Biotecnología","Universidad Industrial de Santander","Ecuador","NIVEL-5 Umbra","Suspendido","sofía.pérez.gonzález@hcf-research.net","28/09/1980","23/05/2012","105"
"CE-26176","Héctor Fernández Vega","Microbiología Clínica","Doctorado en Biología Molecular","CINARA","Perú","NIVEL-4 Secreto","Activo","héctor.fernández.veg@arklay-science.com","22/04/1973","13/02/2017","109"
"CE-46015","Roberto Ramos Morales","Biotecnología Genómica","Ph.D. en Ciencias Biológicas","Instituto Humboldt","Chile","NIVEL-2 Restringido","En revisión","roberto.ramos.morale@hcf-research.net","08/07/1961","26/01/2020","20"
"CE-97599","Iván Castro Guerrero","Inmunología Avanzada","Ph.D. en Farmacología","Instituto Humboldt","Ecuador","NIVEL-2 Restringido","Activo","iván.castro.guerrero@arklay-science.com","10/07/1965","03/07/2014","43"
"CE-37231","María Muñoz Morales","Microbiología Clínica","Ph.D. en Ciencias Biológicas","Universidad del Cauca","Colombia","NIVEL-2 Restringido","Activo","maría.muñoz.morales@arklay-science.com","05/08/1987","02/11/2023","12"
"CE-28863","Gustavo Cruz Cruz","Microbiología Clínica","M.Sc. Biotecnología","Universidad de los Andes","Perú","NIVEL-1 Básico","En revisión","gustavo.cruz.cruz@hcf-research.net","21/04/1981","09/05/2016","98"
"CE-77952","María Rodríguez Guerrero","Toxicología Ambiental","M.Sc. Biotecnología","CINARA","Chile","NIVEL-1 Básico","Activo","maría.rodríguez.guer@nest-lab.org","13/11/1981","07/03/2010","19"
"CE-86159","Camila Cruz Reyes","Parasitología Molecular","M.D. Ph.D.","Universidad del Cauca","España","NIVEL-2 Restringido","Activo","camila.cruz.reyes@progenitor.edu","08/05/1965","15/06/2019","103"
"CE-59567","Sofía Rodríguez Romero","Virología Molecular","M.Sc. Genómica","Universidad Industrial de Santander","Chile","NIVEL-4 Secreto","Activo","sofía.rodríguez.rome@hcf-research.net","05/08/1993","15/02/2015","24"
"CE-79352","Manuel Torres Castro","Inmunología Avanzada","M.D. Ph.D.","Universidad de Antioquia","Chile","NIVEL-3 Confidencial","Suspendido","manuel.torres.castro@nest-lab.org","21/02/1995","11/04/2015","85"
"CE-35188","Camila Mendoza Mendoza","Microbiología Clínica","Ph.D. en Química","Instituto Nacional de Salud","Brasil","NIVEL-3 Confidencial","Suspendido","camila.mendoza.mendo@arklay-science.com","08/04/1974","18/11/2015","38"
"CE-84445","Natalia Herrera Guerrero","Biotecnología Genómica","Ph.D. en Neurociencias","Universidad Industrial de Santander","España","NIVEL-2 Restringido","Activo","natalia.herrera.guer@hcf-research.net","09/08/1984","17/07/2020","76"
"CE-16218","Jorge Cruz Ortega","Inmunología Avanzada","M.Sc. Biotecnología","CINARA","México","NIVEL-5 Umbra","Activo","jorge.cruz.ortega@umbrella-corp.com","09/04/1986","23/12/2017","100"
"CE-79460","Luis Muñoz Mendoza","Criobiología","Ph.D. en Neurociencias","Universidad del Cauca","Colombia","NIVEL-1 Básico","Suspendido","luis.muñoz.mendoza@progenitor.edu","24/09/1966","10/02/2014","20"
"CE-77784","Patricia Guerrero Delgado","Genética Forense","Ph.D. en Química","Universidad de los Andes","Colombia","NIVEL-5 Umbra","Activo","patricia.guerrero.de@umbrella-corp.com","28/12/1977","18/11/2020","46"
"CE-90518","Pablo Ruiz Pérez","Toxicología Ambiental","Ph.D. en Ciencias Biológicas","Colciencias","Perú","NIVEL-3 Confidencial","Activo","pablo.ruiz.pérez@arklay-science.com","02/05/1981","01/02/2018","44"
"CE-38888","Alejandro Pérez Ramos","Oncología Molecular","Doctorado en Medicina","Universidad de los Andes","Ecuador","NIVEL-1 Básico","Activo","alejandro.pérez.ramo@nest-lab.org","04/10/1964","16/05/2019","50"
"CE-13709","Claudia Salazar Herrera","Genética Forense","Ph.D. Bioinformática","Universidad Industrial de Santander","México","NIVEL-2 Restringido","Activo","claudia.salazar.herr@umbrella-corp.com","26/07/1974","13/08/2011","94"
"CE-76207","Lucía Morales Sánchez","Bioquímica Estructural","Ph.D. en Neurociencias","Pontificia Universidad Javeriana","Brasil","NIVEL-5 Umbra","Activo","lucía.morales.sánche@umbrella-corp.com","02/01/1974","12/02/2017","39"
"CE-17333","Sofía Díaz Ramos","Parasitología Molecular","Ph.D. en Ciencias Biológicas","Instituto Humboldt","Chile","NIVEL-5 Umbra","Suspendido","sofía.díaz.ramos@progenitor.edu","05/01/1989","02/01/2016","41"
"CE-66230","Iván Vargas Ortega","Criobiología","Ph.D. en Química","Universidad del Cauca","Venezuela","NIVEL-5 Umbra","Activo","iván.vargas.ortega@arklay-science.com","28/12/1988","11/06/2023","84"
"CE-60679","Ricardo Delgado Rodríguez","Inmunología Avanzada","M.D. Ph.D.","UNAL Medellín","España","NIVEL-4 Secreto","Activo","ricardo.delgado.rodr@hcf-research.net","14/05/1974","02/08/2018","63"
"CE-87656","Daniela Salazar Morales","Parasitología Molecular","M.Sc. Biotecnología","Universidad de Antioquia","Argentina","NIVEL-4 Secreto","Activo","daniela.salazar.mora@arklay-science.com","23/09/1989","05/05/2014","74"
"CE-96885","Héctor Rodríguez Díaz","Inmunología Avanzada","Ph.D. Bioinformática","Pontificia Universidad Javeriana","Venezuela","NIVEL-4 Secreto","Activo","héctor.rodríguez.día@nest-lab.org","10/03/1984","14/08/2020","35"
"CE-85337","Roberto Vargas Castro","Epidemiología Computacional","M.Sc. Genómica","Instituto Nacional de Salud","México","NIVEL-1 Básico","Suspendido","roberto.vargas.castr@nest-lab.org","18/11/1993","17/01/2021","8"
"CE-29435","Rosa Morales Morales","Nanotecnología Biomédica","Ph.D. en Ciencias Biológicas","Universidad Nacional de Colombia","Chile","NIVEL-4 Secreto","Suspendido","rosa.morales.morales@nest-lab.org","28/12/1970","09/08/2018","15"
"CE-27889","María Díaz García","Biología Sintética","Doctorado en Medicina","Universidad del Valle","Colombia","NIVEL-5 Umbra","Activo","maría.díaz.garcía@arklay-science.com","14/02/1963","02/03/2011","57"
"CE-80826","Carlos Ortega Muñoz","Neurociencias","Ph.D. en Ciencias Biológicas","Universidad del Cauca","Argentina","NIVEL-1 Básico","Activo","carlos.ortega.muñoz@umbrella-corp.com","10/10/1965","17/10/2017","82"
"CE-91684","Andrea Martínez Guerrero","Microbiología Clínica","Doctorado en Microbiología","Universidad del Valle","Brasil","NIVEL-4 Secreto","Activo","andrea.martínez.guer@progenitor.edu","19/05/1989","04/04/2010","70"
"CE-27255","Valeria Pérez Romero","Farmacología Experimental","M.Sc. Genómica","Centro Internacional de Agricultura Tropical","España","NIVEL-1 Básico","Activo","valeria.pérez.romero@hcf-research.net","27/08/1964","04/06/2015","74"
"CE-97029","Isabela Ríos Herrera","Microbiología Clínica","M.Sc. Biotecnología","Colciencias","Venezuela","NIVEL-5 Umbra","Activo","isabela.ríos.herrera@hcf-research.net","17/05/1984","07/02/2015","84"
"CE-54697","Paola Díaz Morales","Genética Forense","Ph.D. en Farmacología","Universidad Tecnológica de Pereira","Venezuela","NIVEL-3 Confidencial","Suspendido","paola.díaz.morales@nest-lab.org","17/09/1963","27/09/2010","31"
"CE-54246","Lucía Medina Ríos","Criobiología","M.D. Ph.D.","Universidad Tecnológica de Pereira","Colombia","NIVEL-4 Secreto","En revisión","lucía.medina.ríos@progenitor.edu","15/07/1981","10/02/2021","39"
"CE-84920","Mariana Ríos Martínez","Microbiología Clínica","M.Sc. Biotecnología","Colciencias","México","NIVEL-3 Confidencial","Activo","mariana.ríos.martíne@umbrella-corp.com","01/07/1961","04/10/2021","30"
"CE-22427","Gustavo Ramos Jiménez","Neurociencias","Ph.D. en Química","CINARA","Argentina","NIVEL-5 Umbra","Activo","gustavo.ramos.jiméne@arklay-science.com","06/06/1971","22/10/2020","70"
"CE-91660","Paula Ramos Salazar","Biología Sintética","Doctorado en Medicina","CINARA","México","NIVEL-5 Umbra","Suspendido","paula.ramos.salazar@nest-lab.org","12/10/1994","25/04/2010","117"
"CE-66264","Roberto Salazar Torres","Microbiología Clínica","Ph.D. en Química","Universidad Tecnológica de Pereira","Ecuador","NIVEL-4 Secreto","Activo","roberto.salazar.torr@umbrella-corp.com","22/12/1972","25/05/2013","59"
"CE-25713","Andrés González Delgado","Parasitología Molecular","Doctorado en Medicina","CINARA","Argentina","NIVEL-3 Confidencial","Activo","andrés.gonzález.delg@nest-lab.org","23/02/1984","04/10/2014","48"
"CE-89476","Paula Cruz Mendoza","Toxicología Ambiental","Doctorado en Biología Molecular","Colciencias","México","NIVEL-2 Restringido","Activo","paula.cruz.mendoza@progenitor.edu","05/06/1986","01/12/2013","70"
"CE-73511","Sergio García Ramos","Oncología Molecular","Ph.D. Bioinformática","Universidad Nacional de Colombia","Venezuela","NIVEL-5 Umbra","Activo","sergio.garcía.ramos@arklay-science.com","23/08/1982","08/11/2010","65"
"CE-93904","Gustavo Reyes Torres","Genética Forense","M.Sc. Genómica","Universidad de Antioquia","Argentina","NIVEL-1 Básico","Activo","gustavo.reyes.torres@arklay-science.com","07/03/1978","28/10/2021","25"
"CE-40543","Carlos Vargas Ruiz","Genética Forense","M.D. Ph.D.","Universidad de los Andes","Argentina","NIVEL-1 Básico","En revisión","carlos.vargas.ruiz@hcf-research.net","12/05/1969","24/09/2021","72"
"CE-42657","Valentina Romero González","Parasitología Molecular","Doctorado en Biología Molecular","Instituto Nacional de Salud","Venezuela","NIVEL-3 Confidencial","En revisión","valentina.romero.gon@arklay-science.com","08/12/1986","26/12/2023","0"
"CE-54734","Patricia Castro Castro","Bioquímica Estructural","Doctorado en Biología Molecular","Universidad de Córdoba","Argentina","NIVEL-1 Básico","Activo","patricia.castro.cast@nest-lab.org","07/03/1977","06/06/2016","15"
"CE-57404","Roberto Rodríguez Ortega","Parasitología Molecular","Ph.D. en Farmacología","Centro Internacional de Agricultura Tropical","Chile","NIVEL-4 Secreto","Activo","roberto.rodríguez.or@progenitor.edu","13/08/1984","17/04/2023","76"
"CE-92392","Valentina Herrera Castro","Biotecnología Genómica","Ph.D. en Ciencias Biológicas","Universidad Tecnológica de Pereira","Venezuela","NIVEL-2 Restringido","En revisión","valentina.herrera.ca@progenitor.edu","28/12/1981","17/07/2022","33"
"CE-42588","Iván Reyes López","Microbiología Clínica","Ph.D. Bioinformática","Universidad Nacional de Colombia","Chile","NIVEL-4 Secreto","Suspendido","iván.reyes.lópez@nest-lab.org","14/03/1973","09/06/2012","106"
"CE-27281","Andrea Castillo Martínez","Neurociencias","Ph.D. en Química","Universidad Industrial de Santander","México","NIVEL-2 Restringido","Activo","andrea.castillo.mart@arklay-science.com","03/10/1976","09/08/2010","86"
"CE-92619","Alberto Torres Sánchez","Bioquímica Estructural","Ph.D. Bioinformática","Instituto Humboldt","Venezuela","NIVEL-3 Confidencial","En revisión","alberto.torres.sánch@nest-lab.org","02/07/1979","27/05/2015","69"
"CE-66487","Gustavo Díaz Morales","Bioquímica Estructural","Ph.D. en Química","UNAL Medellín","España","NIVEL-2 Restringido","Activo","gustavo.díaz.morales@hcf-research.net","16/07/1987","19/07/2016","53"
"CE-75960","Alejandro Delgado Medina","Parasitología Molecular","M.Sc. Genómica","UNAL Medellín","Venezuela","NIVEL-2 Restringido","En revisión","alejandro.delgado.me@arklay-science.com","08/10/1982","11/09/2023","114"
"CE-77579","Miguel Vargas Fernández","Neurociencias","M.Sc. Genómica","Instituto Nacional de Salud","Colombia","NIVEL-1 Básico","Activo","miguel.vargas.fernán@nest-lab.org","07/10/1975","07/10/2020","88"
"CE-33468","Ricardo Castillo Ramos","Criobiología","Ph.D. Bioinformática","Instituto Nacional de Salud","Uruguay","NIVEL-5 Umbra","Activo","ricardo.castillo.ram@progenitor.edu","20/11/1987","18/06/2014","68"
"CE-96430","Miguel Torres Mendoza","Nanotecnología Biomédica","Doctorado en Medicina","Universidad de Córdoba","España","NIVEL-3 Confidencial","Activo","miguel.torres.mendoz@umbrella-corp.com","07/01/1993","09/01/2023","36"
"CE-75313","Andrea Morales Castro","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Instituto Nacional de Salud","México","NIVEL-4 Secreto","Activo","andrea.morales.castr@umbrella-corp.com","03/10/1994","25/11/2022","13"
"CE-86018","Lucía Ríos Medina","Criobiología","M.Sc. Genómica","UNAL Medellín","Colombia","NIVEL-3 Confidencial","Activo","lucía.ríos.medina@arklay-science.com","22/07/1965","24/10/2023","63"
"CE-73357","Camila Rodríguez Romero","Bioquímica Estructural","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","Chile","NIVEL-2 Restringido","Suspendido","camila.rodríguez.rom@nest-lab.org","06/02/1960","14/08/2023","114"
"CE-90030","Diego Romero Fernández","Virología Molecular","Doctorado en Medicina","Universidad Tecnológica de Pereira","Chile","NIVEL-2 Restringido","Activo","diego.romero.fernánd@nest-lab.org","26/03/1960","04/03/2013","75"
"CE-50219","Laura Reyes Ramos","Microbiología Clínica","Ph.D. en Bioquímica","Pontificia Universidad Javeriana","Venezuela","NIVEL-2 Restringido","Activo","laura.reyes.ramos@hcf-research.net","17/03/1965","12/05/2011","44"
"CE-74571","Pablo Fernández Herrera","Epidemiología Computacional","Doctorado en Biología Molecular","Universidad del Valle","Brasil","NIVEL-3 Confidencial","Activo","pablo.fernández.herr@arklay-science.com","05/08/1979","16/07/2022","50"
"CE-20545","Elena Guerrero López","Epidemiología Computacional","Ph.D. en Neurociencias","UNAL Medellín","Venezuela","NIVEL-1 Básico","Activo","elena.guerrero.lópez@umbrella-corp.com","04/08/1986","24/03/2016","91"
